,genre,gross,imdb_score
1,Drama,0.51,6.4
2,Family,0.51,6.4
3,Sport,0.51,6.4
0,Horror,1.1,5.9
1,Mystery,1.1,5.9
2,Thriller,1.1,5.9
0,Comedy,0.39,7.0
1,Sport,0.39,7.0
0,Horror,0.37,6.1
1,Mystery,0.37,6.1
0,Adventure,0.4,6.9
1,Comedy,0.4,6.9
2,Music,0.4,6.9
3,Sci-Fi,0.4,6.9
0,Drama,0.17,7.5
1,Family,0.17,7.5
2,Musical,0.17,7.5
0,Comedy,0.46,7.3
1,Drama,0.46,7.3
0,Animation,0.37,6.5
1,Comedy,0.37,6.5
2,Family,0.37,6.5
3,Mystery,0.37,6.5
4,Sci-Fi,0.37,6.5
0,Action,0.36,6.2
1,Adventure,0.36,6.2
2,Sci-Fi,0.36,6.2
3,Thriller,0.36,6.2
0,Horror,0.36,6.0
1,Mystery,0.36,6.0
2,Thriller,0.36,6.0
0,Horror,0.34,6.3
1,Mystery,0.34,6.3
2,Thriller,0.34,6.3
0,Comedy,0.33,5.8
1,Drama,0.33,5.8
0,Fantasy,0.52,6.1
1,Horror,0.52,6.1
2,Thriller,0.52,6.1
0,Action,0.33,6.9
1,Comedy,0.33,6.9
2,Drama,0.33,6.9
3,Music,0.33,6.9
0,Comedy,0.3,8.3
1,Crime,0.3,8.3
0,Horror,0.32,5.4
1,Sci-Fi,0.32,5.4
0,Comedy,0.31,6.7
1,Drama,0.31,6.7
2,Music,0.31,6.7
3,Romance,0.31,6.7
0,Adventure,0.31,7.4
1,Comedy,0.31,7.4
2,Drama,0.31,7.4
3,Fantasy,0.31,7.4
0,Comedy,0.3,5.6
1,Drama,0.3,5.6
0,Fantasy,0.3,6.5
1,Horror,0.3,6.5
2,Sci-Fi,0.3,6.5
0,Action,0.3,6.5
1,Thriller,0.3,6.5
0,Action,0.29,5.8
1,Comedy,0.29,5.8
2,Crime,0.29,5.8
0,Drama,0.29,5.0
1,Thriller,0.29,5.0
0,Comedy,0.28,5.5
1,Romance,0.28,5.5
0,Comedy,0.25,6.5
1,Romance,0.25,6.5
0,Crime,0.26,7.2
1,Drama,0.26,7.2
0,Horror,0.28,5.2
1,Mystery,0.28,5.2
2,Thriller,0.28,5.2
0,Drama,0.24,5.7
1,Music,0.24,5.7
0,Horror,0.2,4.7
1,Mystery,0.2,4.7
2,Thriller,0.2,4.7
0,Mystery,0.25,5.9
1,Sci-Fi,0.25,5.9
2,Thriller,0.25,5.9
0,Comedy,0.2,6.8
1,Drama,0.2,6.8
2,Music,0.2,6.8
0,Drama,0.18,5.9
1,Thriller,0.18,5.9
0,Comedy,0.17,7.7
1,Drama,0.17,7.7
0,Action,0.21,4.4
1,Sci-Fi,0.21,4.4
2,Thriller,0.21,4.4
0,Comedy,0.33,6.6
1,Drama,0.33,6.6
0,Drama,0.18,6.7
1,Family,0.18,6.7
0,Comedy,0.16,5.5
1,Family,0.16,5.5
2,Romance,0.16,5.5
0,Drama,0.16,6.5
1,Music,0.16,6.5
2,Romance,0.16,6.5
0,Action,0.16,6.2
1,Comedy,0.16,6.2
0,Comedy,0.17,7.1
1,Horror,0.17,7.1
2,Sci-Fi,0.17,7.1
0,Horror,0.15,6.1
1,Thriller,0.15,6.1
0,Action,0.15,6.0
1,Crime,0.15,6.0
2,Drama,0.15,6.0
3,Mystery,0.15,6.0
4,Thriller,0.15,6.0
0,Drama,0.22,7.4
0,Comedy,0.2,5.9
1,Crime,0.2,5.9
0,Documentary,0.29,4.1
1,Music,0.29,4.1
0,Adventure,0.14,5.9
1,Animation,0.14,5.9
2,Comedy,0.14,5.9
3,Family,0.14,5.9
0,Biography,0.15,7.0
1,Drama,0.15,7.0
0,Comedy,0.13,6.8
1,Crime,0.13,6.8
2,Drama,0.13,6.8
3,Thriller,0.13,6.8
0,Drama,0.13,7.4
1,Romance,0.13,7.4
0,Mystery,0.44,7.1
1,Thriller,0.44,7.1
0,Adventure,0.12,7.0
1,Drama,0.12,7.0
0,Comedy,0.12,5.8
1,Romance,0.12,5.8
0,Comedy,0.11,7.8
0,Comedy,0.11,6.5
1,Romance,0.11,6.5
2,Thriller,0.11,6.5
0,Biography,0.14,7.0
1,Crime,0.14,7.0
2,Drama,0.14,7.0
3,Romance,0.14,7.0
0,Comedy,0.1,6.3
1,Crime,0.1,6.3
2,Thriller,0.1,6.3
0,Comedy,0.08,5.3
1,Romance,0.08,5.3
0,Action,0.08,5.5
1,Comedy,0.08,5.5
2,Romance,0.08,5.5
0,Crime,0.08,7.4
1,Drama,0.08,7.4
2,Thriller,0.08,7.4
0,Comedy,0.09,4.3
0,Action,0.68,6.0
1,Romance,0.68,6.0
2,Thriller,0.68,6.0
0,Comedy,0.08,5.2
1,Fantasy,0.08,5.2
2,Romance,0.08,5.2
0,Adventure,0.07,6.7
1,Comedy,0.07,6.7
2,Drama,0.07,6.7
3,Romance,0.07,6.7
4,Sci-Fi,0.07,6.7
0,Crime,0.07,8.6
1,Drama,0.07,8.6
0,Action,0.07,6.1
1,Horror,0.07,6.1
2,Thriller,0.07,6.1
0,Animation,0.06,5.8
1,Comedy,0.06,5.8
2,Family,0.06,5.8
3,Fantasy,0.06,5.8
4,Musical,0.06,5.8
0,Drama,0.09,7.7
1,Music,0.09,7.7
2,Mystery,0.09,7.7
3,Romance,0.09,7.7
0,Biography,0.06,8.0
1,Drama,0.06,8.0
0,Action,0.06,5.6
1,Crime,0.06,5.6
2,Drama,0.06,5.6
0,Comedy,0.08,6.7
1,Drama,0.08,6.7
0,Drama,0.22,6.6
0,Comedy,0.04,4.1
1,Family,0.04,4.1
2,Romance,0.04,4.1
0,Adventure,0.05,7.3
1,Biography,0.05,7.3
2,Drama,0.05,7.3
3,War,0.05,7.3
0,Comedy,0.04,6.5
1,Drama,0.04,6.5
0,Drama,0.05,7.0
1,Romance,0.05,7.0
0,Drama,0.03,5.5
1,Mystery,0.03,5.5
2,Sci-Fi,0.03,5.5
0,Action,0.03,6.6
1,Crime,0.03,6.6
2,Drama,0.03,6.6
3,Thriller,0.03,6.6
0,Crime,0.03,7.1
1,Drama,0.03,7.1
2,Mystery,0.03,7.1
3,Thriller,0.03,7.1
0,Crime,0.55,7.9
1,Drama,0.55,7.9
2,Thriller,0.55,7.9
0,Drama,0.03,7.1
1,Romance,0.03,7.1
0,Action,0.03,5.6
1,Drama,0.03,5.6
2,Thriller,0.03,5.6
0,Drama,0.01,7.3
1,Romance,0.01,7.3
2,Sport,0.01,7.3
0,Comedy,0.02,3.3
0,Comedy,0.02,6.5
1,Drama,0.02,6.5
2,Music,0.02,6.5
0,Horror,0.27,4.8
1,Mystery,0.27,4.8
2,Thriller,0.27,4.8
0,Adventure,0.01,5.2
1,Mystery,0.01,5.2
2,Thriller,0.01,5.2
0,Comedy,0.08,6.3
1,Drama,0.08,6.3
0,Drama,0.02,7.2
1,Romance,0.02,7.2
0,Drama,0.02,6.8
1,Mystery,0.02,6.8
2,Thriller,0.02,6.8
0,Comedy,0.02,5.7
1,Crime,0.02,5.7
2,Romance,0.02,5.7
0,Drama,0.01,7.2
1,Romance,0.01,7.2
0,Biography,0.02,6.9
1,Crime,0.02,6.9
2,Drama,0.02,6.9
0,Comedy,0.01,6.2
1,Crime,0.01,6.2
2,Thriller,0.01,6.2
0,Crime,0.02,6.7
1,Drama,0.02,6.7
2,Romance,0.02,6.7
3,Thriller,0.02,6.7
0,Comedy,0.01,6.5
1,Drama,0.01,6.5
0,Crime,0.01,7.2
1,Drama,0.01,7.2
2,Thriller,0.01,7.2
0,Comedy,0.01,5.3
0,Drama,0.01,6.7
1,Romance,0.01,6.7
0,Comedy,0.01,3.6
1,Romance,0.01,3.6
0,Action,0.01,5.7
1,Comedy,0.01,5.7
2,Thriller,0.01,5.7
0,Action,0.0,7.3
1,Comedy,0.0,7.3
2,Sport,0.0,7.3
0,Comedy,0.0,6.6
1,Crime,0.0,6.6
2,Thriller,0.0,6.6
0,Biography,0.03,6.6
1,Drama,0.03,6.6
0,Comedy,0.0,7.3
1,Drama,0.0,7.3
0,Action,0.0,6.2
1,Comedy,0.0,6.2
2,Drama,0.0,6.2
0,Comedy,0.0,6.6
1,Horror,0.0,6.6
2,Thriller,0.0,6.6
0,Drama,0.0,6.3
1,Thriller,0.0,6.3
0,Comedy,0.0,3.3
1,Crime,0.0,3.3
0,Comedy,0.0,3.5
0,Comedy,0.0,5.5
1,Drama,0.0,5.5
0,Comedy,0.0,5.9
1,Romance,0.0,5.9
0,Comedy,0.0,4.7
1,Drama,0.0,4.7
0,Comedy,0.0,3.9
1,Romance,0.0,3.9
0,Crime,0.0,6.1
1,Mystery,0.0,6.1
2,Thriller,0.0,6.1
0,Comedy,0.0,6.7
1,Drama,0.0,6.7
0,Comedy,0.0,6.9
1,Drama,0.0,6.9
2,Romance,0.0,6.9
0,Action,0.0,7.3
1,Adventure,0.0,7.3
2,Comedy,0.0,7.3
3,Western,0.0,7.3
0,Drama,0.02,6.7
1,Romance,0.02,6.7
0,Comedy,0.57,6.1
0,Drama,0.0,7.9
1,Romance,0.0,7.9
0,Horror,0.14,4.5
1,Thriller,0.14,4.5
0,Drama,0.03,7.5
1,War,0.03,7.5
0,Drama,0.03,7.1
1,Sci-Fi,0.03,7.1
0,Horror,0.79,8.5
1,Sci-Fi,0.79,8.5
0,Horror,0.31,7.5
1,Thriller,0.31,7.5
0,Biography,0.04,6.6
1,Drama,0.04,6.6
2,Music,0.04,6.6
0,Drama,0.5,8.0
1,Family,0.5,8.0
2,Musical,0.5,8.0
3,Romance,0.5,8.0
0,Action,0.36,6.8
1,Crime,0.36,6.8
2,Drama,0.36,6.8
3,Romance,0.36,6.8
4,Thriller,0.36,6.8
0,Comedy,0.34,6.7
1,Drama,0.34,6.7
0,Fantasy,0.33,6.5
1,Horror,0.33,6.5
0,Documentary,0.25,8.0
1,Drama,0.25,8.0
0,Action,0.72,6.5
1,Horror,0.72,6.5
2,Sci-Fi,0.72,6.5
3,Thriller,0.72,6.5
0,Comedy,0.2,4.9
1,Drama,0.2,4.9
2,Romance,0.2,4.9
0,Adventure,0.18,7.1
1,Comedy,0.18,7.1
0,Drama,0.18,7.0
1,Thriller,0.18,7.0
0,Crime,0.17,7.0
1,Drama,0.17,7.0
2,Thriller,0.17,7.0
0,Horror,0.16,4.5
0,Action,0.1,7.7
1,Biography,0.1,7.7
2,Drama,0.1,7.7
3,History,0.1,7.7
4,Romance,0.1,7.7
5,War,0.1,7.7
0,Action,0.06,6.7
1,Crime,0.06,6.7
2,Drama,0.06,6.7
3,Thriller,0.06,6.7
0,Comedy,0.05,7.0
1,Drama,0.05,7.0
0,Comedy,0.04,6.5
0,Biography,0.03,6.2
1,Drama,0.03,6.2
2,Sport,0.03,6.2
0,Comedy,0.02,5.7
1,Drama,0.02,5.7
2,Romance,0.02,5.7
0,Comedy,0.05,6.4
1,Music,0.05,6.4
0,Documentary,0.12,5.4
1,Music,0.12,5.4
0,Action,0.0,6.6
1,Adventure,0.0,6.6
2,Drama,0.0,6.6
3,History,0.0,6.6
4,War,0.0,6.6
0,Horror,0.0,6.1
0,Drama,0.0,7.6
0,Drama,0.01,6.2
0,Drama,0.0,6.6
1,Family,0.0,6.6
0,Comedy,0.01,4.2
1,Music,0.01,4.2
2,Romance,0.01,4.2
0,Adventure,1.75,6.5
1,Comedy,1.75,6.5
0,Crime,0.14,6.5
1,Mystery,0.14,6.5
2,Thriller,0.14,6.5
0,Action,0.0,5.7
1,Crime,0.0,5.7
2,Thriller,0.0,5.7
0,Drama,0.39,7.3
1,Music,0.39,7.3
2,Romance,0.39,7.3
0,Drama,0.29,6.9
1,Music,0.29,6.9
2,Romance,0.29,6.9
0,Comedy,0.22,5.0
0,Comedy,0.15,7.3
1,Drama,0.15,7.3
0,Comedy,0.34,6.5
0,Drama,0.04,2.1
1,Music,0.04,2.1
2,Romance,0.04,2.1
0,Biography,0.04,7.0
1,Drama,0.04,7.0
2,Romance,0.04,7.0
0,Adventure,0.04,8.0
1,Drama,0.04,8.0
2,Thriller,0.04,8.0
0,Drama,0.8,6.5
1,Music,0.8,6.5
2,Romance,0.8,6.5
0,Action,0.06,6.9
1,Adventure,0.06,6.9
2,Drama,0.06,6.9
0,Adventure,0.02,7.1
1,Drama,0.02,7.1
2,Thriller,0.02,7.1
0,Action,0.91,7.2
1,Drama,0.91,7.2
2,Family,0.91,7.2
3,Sport,0.91,7.2
0,Horror,0.0,6.7
1,Musical,0.0,6.7
2,Sci-Fi,0.0,6.7
0,Crime,1.08,8.9
1,Drama,1.08,8.9
0,Crime,0.32,7.9
1,Drama,0.32,7.9
2,Thriller,0.32,7.9
0,Comedy,0.05,5.6
1,Horror,0.05,5.6
2,Thriller,0.05,5.6
0,Biography,1.63,8.0
1,Drama,1.63,8.0
2,Family,1.63,8.0
3,Musical,1.63,8.0
4,Romance,1.63,8.0
0,Comedy,0.7,6.2
1,Fantasy,0.7,6.2
2,Romance,0.7,6.2
0,Comedy,0.6,7.9
1,Drama,0.6,7.9
0,Adventure,0.52,8.1
1,Drama,0.52,8.1
0,Drama,0.45,7.6
1,Horror,0.45,7.6
2,Sci-Fi,0.45,7.6
3,Thriller,0.45,7.6
0,Drama,0.4,3.5
1,Music,0.4,3.5
0,Biography,0.36,7.6
1,Crime,0.36,7.6
2,Drama,0.36,7.6
0,Comedy,0.27,6.5
1,Drama,0.27,6.5
2,Music,0.27,6.5
3,Romance,0.27,6.5
0,Comedy,0.35,5.6
1,Crime,0.35,5.6
2,Drama,0.35,5.6
3,Romance,0.35,5.6
4,Thriller,0.35,5.6
0,Comedy,0.35,7.7
1,Drama,0.35,7.7
2,Romance,0.35,7.7
0,Horror,0.26,5.2
1,Mystery,0.26,5.2
2,Thriller,0.26,5.2
0,Comedy,0.26,6.1
1,Romance,0.26,6.1
0,Comedy,0.23,7.4
1,Drama,0.23,7.4
2,Romance,0.23,7.4
0,Fantasy,0.18,6.4
1,Horror,0.18,6.4
2,Mystery,0.18,6.4
3,Thriller,0.18,6.4
0,Comedy,0.18,5.7
1,Drama,0.18,5.7
2,Romance,0.18,5.7
0,Comedy,0.17,6.7
1,Crime,0.17,6.7
0,Comedy,0.17,5.6
1,Romance,0.17,5.6
0,Drama,0.51,7.0
1,Thriller,0.51,7.0
0,Crime,0.15,7.6
1,Drama,0.15,7.6
0,Drama,0.14,6.5
1,Romance,0.14,6.5
0,Action,0.1,6.3
1,Crime,0.1,6.3
2,Thriller,0.1,6.3
0,Comedy,0.18,7.1
1,Drama,0.18,7.1
2,Romance,0.18,7.1
0,Comedy,0.58,7.1
1,Romance,0.58,7.1
0,Drama,0.08,6.9
1,Horror,0.08,6.9
0,Comedy,0.1,5.4
1,Drama,0.1,5.4
0,Comedy,0.05,5.1
0,Comedy,0.05,5.3
1,Fantasy,0.05,5.3
2,Romance,0.05,5.3
0,Animation,0.03,7.3
1,Comedy,0.03,7.3
2,Drama,0.03,7.3
3,Romance,0.03,7.3
0,Comedy,0.03,7.3
1,Drama,0.03,7.3
0,Comedy,0.03,7.1
1,Crime,0.03,7.1
2,Musical,0.03,7.1
3,Romance,0.03,7.1
0,Action,0.02,6.0
1,Comedy,0.02,6.0
2,Crime,0.02,6.0
3,Thriller,0.02,6.0
0,Comedy,0.02,6.6
1,Crime,0.02,6.6
0,Comedy,0.06,7.2
1,Drama,0.06,7.2
2,Romance,0.06,7.2
0,Biography,0.01,7.2
1,Comedy,0.01,7.2
2,Drama,0.01,7.2
3,History,0.01,7.2
0,Biography,0.01,6.9
1,Drama,0.01,6.9
0,Biography,0.01,6.8
1,Drama,0.01,6.8
2,Romance,0.01,6.8
3,Sport,0.01,6.8
0,Drama,0.16,7.4
1,Music,0.16,7.4
0,Drama,0.01,6.5
1,Romance,0.01,6.5
2,Thriller,0.01,6.5
0,Crime,0.0,6.4
1,Drama,0.0,6.4
0,Comedy,0.0,5.6
1,Crime,0.0,5.6
2,Musical,0.0,5.6
3,Mystery,0.0,5.6
0,Comedy,0.0,6.8
1,Drama,0.0,6.8
2,Horror,0.0,6.8
3,Sci-Fi,0.0,6.8
0,Comedy,0.0,5.5
1,Drama,0.0,5.5
2,Romance,0.0,5.5
0,Action,0.0,6.9
1,Comedy,0.0,6.9
2,Crime,0.0,6.9
0,Crime,0.0,6.0
1,Horror,0.0,6.0
2,Thriller,0.0,6.0
0,Crime,0.0,6.4
1,Drama,0.0,6.4
2,Thriller,0.0,6.4
0,Action,0.0,8.1
1,Animation,0.0,8.1
2,Sci-Fi,0.0,8.1
0,Comedy,0.01,6.9
1,Drama,0.01,6.9
2,Romance,0.01,6.9
0,Action,0.01,6.5
1,Sci-Fi,0.01,6.5
2,Sport,0.01,6.5
0,Comedy,1.07,7.4
1,Drama,1.07,7.4
2,Family,1.07,7.4
0,Comedy,0.43,6.9
1,Drama,0.43,6.9
0,Action,0.32,6.7
1,Comedy,0.32,6.7
0,Comedy,0.25,7.6
1,Drama,0.25,7.6
0,Horror,0.18,5.4
0,Drama,0.13,7.3
0,Comedy,0.05,6.0
1,Drama,0.05,6.0
2,Romance,0.05,6.0
0,Crime,0.1,7.2
1,Drama,0.1,7.2
2,Mystery,0.1,7.2
3,Thriller,0.1,7.2
0,Comedy,0.04,6.0
1,Drama,0.04,6.0
2,Romance,0.04,6.0
3,Sport,0.04,6.0
0,Comedy,0.04,3.1
1,Crime,0.04,3.1
0,Comedy,0.11,6.2
1,Crime,0.11,6.2
2,Romance,0.11,6.2
0,Drama,0.0,6.3
1,Romance,0.0,6.3
2,Sci-Fi,0.0,6.3
3,Thriller,0.0,6.3
0,Crime,0.55,7.9
1,Drama,0.55,7.9
2,Thriller,0.55,7.9
0,Drama,0.03,6.7
0,Animation,0.04,8.0
1,Biography,0.04,8.0
2,Drama,0.04,8.0
3,War,0.04,8.0
0,Horror,0.01,7.0
1,Thriller,0.01,7.0
0,Action,0.02,7.2
1,Crime,0.02,7.2
2,Drama,0.02,7.2
3,Thriller,0.02,7.2
0,Action,3.37,6.2
1,Adventure,3.37,6.2
2,Romance,3.37,6.2
0,Action,0.13,3.5
1,Adventure,0.13,3.5
2,Fantasy,0.13,3.5
3,Sci-Fi,0.13,3.5
4,Thriller,0.13,3.5
0,Comedy,1.43,7.5
1,Drama,1.43,7.5
2,Romance,1.43,7.5
0,Action,0.44,6.7
1,Adventure,0.44,6.7
2,Thriller,0.44,6.7
0,Crime,1.35,9.2
1,Drama,1.35,9.2
0,Drama,0.95,6.1
1,Music,0.95,6.1
2,Romance,0.95,6.1
0,Comedy,0.32,7.7
1,Drama,0.32,7.7
2,Romance,0.32,7.7
0,Drama,0.4,7.6
1,Music,0.4,7.6
2,Romance,0.4,7.6
0,Comedy,1.14,6.1
1,Drama,1.14,6.1
0,Horror,0.32,4.9
1,Mystery,0.32,4.9
2,Thriller,0.32,4.9
0,Action,0.35,6.8
1,Adventure,0.35,6.8
2,Thriller,0.35,6.8
0,Drama,0.34,7.0
1,Family,0.34,7.0
2,Sport,0.34,7.0
0,Comedy,0.37,5.7
1,Drama,0.37,5.7
0,Drama,1.45,7.3
1,Romance,1.45,7.3
0,Biography,0.32,7.5
1,Drama,0.32,7.5
2,History,0.32,7.5
0,Biography,0.29,7.4
1,Crime,0.29,7.4
2,Drama,0.29,7.4
0,Action,0.26,7.2
1,Crime,0.26,7.2
2,Thriller,0.26,7.2
0,Drama,0.0,6.5
1,Romance,0.0,6.5
2,Western,0.0,6.5
0,Action,0.25,6.8
1,Adventure,0.25,6.8
2,Sci-Fi,0.25,6.8
0,Action,0.21,6.8
1,Adventure,0.21,6.8
2,Thriller,0.21,6.8
0,Action,0.2,5.2
1,Comedy,0.2,5.2
2,Crime,0.2,5.2
3,Thriller,0.2,5.2
0,Adventure,0.26,7.2
1,Horror,0.26,7.2
2,Thriller,0.26,7.2
0,Horror,0.16,4.0
1,Mystery,0.16,4.0
0,Comedy,0.15,6.8
0,Crime,0.17,6.9
1,Horror,0.17,6.9
0,Comedy,0.17,7.3
1,Crime,0.17,7.3
2,Drama,0.17,7.3
0,Crime,0.14,6.1
1,Drama,0.14,6.1
2,Thriller,0.14,6.1
0,Action,3.04,7.8
1,Adventure,3.04,7.8
2,Thriller,3.04,7.8
0,Horror,0.13,6.0
0,Comedy,0.09,7.0
1,Drama,0.09,7.0
0,Drama,0.09,7.1
1,Mystery,0.09,7.1
0,Action,0.09,6.2
1,Fantasy,0.09,6.2
2,Horror,0.09,6.2
3,Thriller,0.09,6.2
0,Drama,0.09,7.6
1,Romance,0.09,7.6
0,Drama,0.08,7.6
0,Comedy,0.07,6.4
1,Drama,0.07,6.4
2,Romance,0.07,6.4
0,Comedy,0.07,6.2
1,Drama,0.07,6.2
2,Musical,0.07,6.2
3,Romance,0.07,6.2
0,Adventure,0.06,7.5
1,Biography,0.06,7.5
2,Drama,0.06,7.5
3,History,0.06,7.5
0,Comedy,0.06,2.0
1,Sport,0.06,2.0
0,Action,0.05,6.2
1,Crime,0.05,6.2
2,Horror,0.05,6.2
3,Sci-Fi,0.05,6.2
4,Thriller,0.05,6.2
0,Adventure,0.05,6.5
1,Biography,0.05,6.5
2,Drama,0.05,6.5
0,Drama,0.03,7.9
1,Musical,0.03,7.9
2,Romance,0.03,7.9
0,Drama,0.02,6.8
1,Sport,0.02,6.8
0,Comedy,0.07,6.3
1,Drama,0.07,6.3
2,Romance,0.07,6.3
0,Drama,0.02,6.3
1,Family,0.02,6.3
0,Biography,0.02,6.6
1,Crime,0.02,6.6
2,Drama,0.02,6.6
0,Biography,0.02,6.4
1,Drama,0.02,6.4
0,Drama,0.02,7.5
1,Thriller,0.02,7.5
0,Drama,0.02,6.5
1,Sport,0.02,6.5
0,Drama,0.01,7.2
1,Romance,0.01,7.2
0,Adventure,0.01,6.3
1,Drama,0.01,6.3
2,Romance,0.01,6.3
3,War,0.01,6.3
0,Comedy,0.01,7.0
1,Fantasy,0.01,7.0
2,Sci-Fi,0.01,7.0
0,Comedy,0.02,6.3
1,Drama,0.02,6.3
0,Comedy,0.0,2.3
0,Drama,0.0,7.1
0,Adventure,0.0,6.2
1,Drama,0.0,6.2
2,Mystery,0.0,6.2
0,Drama,0.0,6.7
1,Romance,0.0,6.7
0,Biography,0.01,6.5
1,Drama,0.01,6.5
2,Romance,0.01,6.5
0,Comedy,0.0,5.9
0,Comedy,0.0,6.0
1,Crime,0.0,6.0
2,Thriller,0.0,6.0
0,Drama,0.0,6.9
0,Western,0.41,7.3
0,Comedy,0.08,7.7
0,Biography,0.01,7.3
1,Drama,0.01,7.3
2,Romance,0.01,7.3
3,War,0.01,7.3
0,Comedy,0.0,7.0
1,Drama,0.0,7.0
0,Crime,0.0,6.4
1,Thriller,0.0,6.4
0,Drama,0.32,5.6
1,Horror,0.32,5.6
2,Thriller,0.32,5.6
0,Drama,0.07,8.2
1,Mystery,0.07,8.2
2,War,0.07,8.2
0,Comedy,0.0,6.5
1,Drama,0.0,6.5
2,Romance,0.0,6.5
0,Action,0.0,8.1
1,Crime,0.0,8.1
2,Drama,0.0,8.1
3,Thriller,0.0,8.1
0,Horror,0.84,5.4
1,Mystery,0.84,5.4
0,Comedy,0.0,6.3
1,Drama,0.0,6.3
2,Musical,0.0,6.3
0,Crime,0.58,7.8
1,Drama,0.58,7.8
0,Biography,0.54,6.8
1,Drama,0.54,6.8
2,Music,0.54,6.8
0,Adventure,0.24,6.2
1,Comedy,0.24,6.2
2,Drama,0.24,6.2
3,Family,0.24,6.2
0,Comedy,0.17,7.3
1,Crime,0.17,7.3
0,Comedy,0.13,5.9
1,Drama,0.13,5.9
2,Romance,0.13,5.9
0,Horror,0.1,3.6
1,Sci-Fi,0.1,3.6
2,Thriller,0.1,3.6
0,Biography,0.06,7.7
1,Drama,0.06,7.7
0,Drama,0.04,7.3
0,Crime,0.02,7.4
1,Drama,0.02,7.4
2,Thriller,0.02,7.4
0,Drama,0.02,6.6
1,Western,0.02,6.6
0,Drama,0.02,6.9
1,Thriller,0.02,6.9
0,Drama,0.01,6.8
1,Romance,0.01,6.8
0,Drama,0.0,7.3
0,Drama,0.0,7.2
1,Romance,0.0,7.2
2,War,0.0,7.2
0,Biography,0.01,7.7
1,Drama,0.01,7.7
2,Music,0.01,7.7
0,Action,0.38,8.1
1,Sci-Fi,0.38,8.1
0,Drama,0.04,7.7
1,Romance,0.04,7.7
0,Biography,0.0,7.6
1,Drama,0.0,7.6
2,Sport,0.0,7.6
0,Comedy,0.02,7.2
1,Romance,0.02,7.2
0,Musical,1.81,7.2
1,Romance,1.81,7.2
0,Drama,1.38,8.1
1,War,1.38,8.1
0,Documentary,1.19,7.5
1,Drama,1.19,7.5
2,War,1.19,7.5
0,Drama,0.55,7.8
0,Action,0.24,5.8
1,Adventure,0.24,5.8
2,Comedy,0.24,5.8
0,Comedy,0.4,7.4
1,Sport,0.4,7.4
0,Comedy,0.27,6.3
1,Drama,0.27,6.3
0,Comedy,0.25,6.9
1,Drama,0.25,6.9
2,Romance,0.25,6.9
0,Crime,0.23,8.6
1,Drama,0.23,8.6
2,Mystery,0.23,8.6
3,Thriller,0.23,8.6
0,Comedy,0.21,6.4
1,Romance,0.21,6.4
0,Drama,0.26,7.9
1,Sport,0.26,7.9
0,Comedy,0.19,7.5
0,Action,0.25,7.2
1,Sci-Fi,0.25,7.2
0,Comedy,0.15,5.8
1,Drama,0.15,5.8
2,Musical,0.15,5.8
0,Comedy,0.13,2.9
1,Family,0.13,2.9
0,Comedy,0.13,6.2
1,Drama,0.13,6.2
2,Romance,0.13,6.2
0,Comedy,0.12,6.8
1,Drama,0.12,6.8
2,Fantasy,0.12,6.8
3,Romance,0.12,6.8
0,Comedy,0.12,6.1
1,Horror,0.12,6.1
2,Thriller,0.12,6.1
0,Biography,0.18,7.7
1,Drama,0.18,7.7
2,History,0.18,7.7
3,Thriller,0.18,7.7
0,Comedy,0.09,6.8
1,Crime,0.09,6.8
2,Drama,0.09,6.8
0,Adventure,0.08,6.5
1,Documentary,0.08,6.5
2,Short,0.08,6.5
0,Biography,0.09,7.0
1,Drama,0.09,7.0
0,Comedy,0.07,5.9
1,Drama,0.07,5.9
2,Romance,0.07,5.9
0,Drama,0.11,7.1
1,Mystery,0.11,7.1
2,Romance,0.11,7.1
3,Thriller,0.11,7.1
0,Comedy,0.06,5.5
1,Western,0.06,5.5
0,Comedy,0.07,7.4
1,Drama,0.07,7.4
0,Comedy,0.05,7.3
1,Crime,0.05,7.3
2,Thriller,0.05,7.3
0,Comedy,0.05,4.6
0,Drama,0.05,7.2
1,Romance,0.05,7.2
0,Comedy,0.05,5.1
1,Romance,0.05,5.1
0,Comedy,0.04,6.7
1,Drama,0.04,6.7
0,Comedy,0.04,5.3
1,Drama,0.04,5.3
2,Fantasy,0.04,5.3
3,Romance,0.04,5.3
0,Comedy,0.03,7.8
1,Drama,0.03,7.8
2,Music,0.03,7.8
3,Musical,0.03,7.8
0,Action,0.03,6.7
1,Drama,0.03,6.7
0,Drama,0.02,7.2
1,History,0.02,7.2
0,Comedy,0.02,5.8
1,Crime,0.02,5.8
2,Drama,0.02,5.8
3,Thriller,0.02,5.8
0,Comedy,0.02,7.0
1,Drama,0.02,7.0
2,Romance,0.02,7.0
0,Action,0.01,3.8
1,Adventure,0.01,3.8
2,Fantasy,0.01,3.8
3,Sci-Fi,0.01,3.8
0,Biography,0.0,5.7
1,Drama,0.0,5.7
2,Sport,0.0,5.7
0,Drama,0.0,6.7
1,Romance,0.0,6.7
0,Drama,0.01,6.1
1,History,0.01,6.1
0,Drama,0.0,6.2
1,Romance,0.0,6.2
0,Comedy,0.0,6.2
1,Crime,0.0,6.2
2,Romance,0.0,6.2
0,Comedy,0.0,4.7
0,Crime,0.0,6.3
1,Drama,0.0,6.3
2,Thriller,0.0,6.3
