,genre,gross,imdb_score
1,Horror,0.7,7.1
0,Drama,0.67,7.2
1,Sport,0.67,7.2
0,Drama,0.67,6.5
1,Thriller,0.67,6.5
0,Action,0.66,4.6
1,Adventure,0.66,4.6
2,Horror,0.66,4.6
3,Thriller,0.66,4.6
0,Comedy,0.61,5.6
1,Drama,0.61,5.6
2,Music,0.61,5.6
3,Romance,0.61,5.6
0,Comedy,0.59,7.7
1,Drama,0.59,7.7
2,Romance,0.59,7.7
0,Adventure,1.63,7.2
1,Animation,1.63,7.2
2,Comedy,1.63,7.2
3,Family,1.63,7.2
4,Fantasy,1.63,7.2
0,Horror,0.32,6.8
1,Mystery,0.32,6.8
2,Thriller,0.32,6.8
0,Action,0.57,5.4
1,Crime,0.57,5.4
2,Drama,0.57,5.4
3,Romance,0.57,5.4
4,Thriller,0.57,5.4
0,Comedy,0.54,6.3
1,Drama,0.54,6.3
2,Romance,0.54,6.3
3,Sport,0.54,6.3
0,Comedy,0.53,5.6
1,Family,0.53,5.6
2,Romance,0.53,5.6
3,Sport,0.53,5.6
0,Adventure,0.51,6.8
1,Comedy,0.51,6.8
2,Sci-Fi,0.51,6.8
0,Comedy,0.48,4.3
1,Family,0.48,4.3
2,Fantasy,0.48,4.3
3,Romance,0.48,4.3
0,Action,0.51,6.3
1,Horror,0.51,6.3
2,Sci-Fi,0.51,6.3
3,Thriller,0.51,6.3
0,Comedy,0.46,6.5
1,Romance,0.46,6.5
0,Adventure,0.38,6.4
1,Comedy,0.38,6.4
2,Drama,0.38,6.4
0,Action,0.47,6.3
1,Adventure,0.47,6.3
2,Crime,0.47,6.3
3,Thriller,0.47,6.3
0,Drama,0.36,5.9
1,Family,0.36,5.9
2,Fantasy,0.36,5.9
0,Crime,0.47,6.5
1,Drama,0.47,6.5
2,Thriller,0.47,6.5
0,Action,0.32,6.5
1,Crime,0.32,6.5
2,Thriller,0.32,6.5
0,Action,0.28,6.1
1,Adventure,0.28,6.1
2,Comedy,0.28,6.1
0,Adventure,0.28,5.9
1,Animation,0.28,5.9
2,Comedy,0.28,5.9
3,Family,0.28,5.9
4,Fantasy,0.28,5.9
0,Action,0.27,6.6
1,Adventure,0.27,6.6
2,Sci-Fi,0.27,6.6
0,Drama,0.24,7.4
1,Fantasy,0.24,7.4
2,Musical,0.24,7.4
3,Romance,0.24,7.4
0,Drama,0.23,7.3
1,Romance,0.23,7.3
0,Action,0.37,6.6
1,Crime,0.37,6.6
2,Drama,0.37,6.6
3,Thriller,0.37,6.6
0,Action,0.23,5.6
1,Adventure,0.23,5.6
2,Sci-Fi,0.23,5.6
3,Thriller,0.23,5.6
0,Action,0.2,5.3
1,Comedy,0.2,5.3
2,Crime,0.2,5.3
3,Drama,0.2,5.3
4,Thriller,0.2,5.3
0,Comedy,0.2,6.0
1,Romance,0.2,6.0
2,Sci-Fi,0.2,6.0
0,Adventure,0.25,5.4
1,Comedy,0.25,5.4
2,Family,0.25,5.4
3,Fantasy,0.25,5.4
4,Sci-Fi,0.25,5.4
0,Crime,0.2,6.8
1,Drama,0.2,6.8
2,Mystery,0.2,6.8
3,Thriller,0.2,6.8
0,Comedy,0.19,6.4
1,Musical,0.19,6.4
0,Action,0.13,7.1
1,Sci-Fi,0.13,7.1
0,Action,0.17,4.9
1,Adventure,0.17,4.9
2,Comedy,0.17,4.9
3,Fantasy,0.17,4.9
0,Drama,0.16,5.8
1,Romance,0.16,5.8
2,Western,0.16,5.8
0,Biography,0.14,7.1
1,Drama,0.14,7.1
2,History,0.14,7.1
0,Mystery,0.16,7.2
1,Thriller,0.16,7.2
0,Action,0.11,6.0
1,Adventure,0.11,6.0
2,Horror,0.11,6.0
3,Sci-Fi,0.11,6.0
0,Action,0.08,6.0
1,Crime,0.08,6.0
2,Drama,0.08,6.0
3,Thriller,0.08,6.0
4,War,0.08,6.0
0,Drama,0.07,7.0
1,Romance,0.07,7.0
0,Action,0.15,5.4
1,Crime,0.15,5.4
2,Thriller,0.15,5.4
0,Comedy,0.07,6.5
1,Crime,0.07,6.5
2,Thriller,0.07,6.5
0,Drama,0.05,6.4
1,Romance,0.05,6.4
0,Action,0.02,4.9
1,Thriller,0.02,4.9
0,Action,0.08,6.3
1,Adventure,0.08,6.3
2,Comedy,0.08,6.3
3,Crime,0.08,6.3
0,Biography,1.36,7.7
1,Drama,1.36,7.7
2,History,1.36,7.7
3,Thriller,1.36,7.7
0,Action,1.84,7.8
1,Adventure,1.84,7.8
2,Crime,1.84,7.8
3,Drama,1.84,7.8
4,Mystery,1.84,7.8
5,Thriller,1.84,7.8
0,Action,0.67,5.5
1,Comedy,0.67,5.5
2,Romance,0.67,5.5
0,Crime,0.53,7.5
1,Drama,0.53,7.5
2,Thriller,0.53,7.5
0,Action,1.5,6.4
1,Adventure,1.5,6.4
2,Thriller,1.5,6.4
3,War,1.5,6.4
0,Drama,0.45,5.6
1,Thriller,0.45,5.6
0,Adventure,0.02,6.8
1,Drama,0.02,6.8
2,Western,0.02,6.8
0,Action,0.62,6.8
1,Adventure,0.62,6.8
2,Fantasy,0.62,6.8
3,Sci-Fi,0.62,6.8
4,Thriller,0.62,6.8
0,Drama,0.06,6.0
1,Horror,0.06,6.0
2,Sci-Fi,0.06,6.0
3,Thriller,0.06,6.0
0,Drama,0.52,7.3
0,Comedy,0.37,6.0
1,Drama,0.37,6.0
0,Action,0.25,7.0
1,Crime,0.25,7.0
2,Drama,0.25,7.0
3,Thriller,0.25,7.0
0,Comedy,0.24,5.1
1,Romance,0.24,5.1
0,Drama,1.58,6.8
1,Mystery,1.58,6.8
2,Thriller,1.58,6.8
0,Drama,0.31,6.5
1,Fantasy,0.31,6.5
2,Romance,0.31,6.5
0,Action,0.29,6.6
1,Crime,0.29,6.6
2,Thriller,0.29,6.6
0,Action,1.38,7.2
1,Comedy,1.38,7.2
2,Crime,1.38,7.2
0,Comedy,1.16,7.0
1,Drama,1.16,7.0
2,Romance,1.16,7.0
0,Adventure,1.07,7.0
1,Animation,1.07,7.0
2,Comedy,1.07,7.0
3,Drama,1.07,7.0
4,Family,1.07,7.0
0,Comedy,0.88,5.9
1,Romance,0.88,5.9
0,Comedy,0.7,5.4
1,Drama,0.7,5.4
2,Romance,0.7,5.4
0,Action,1.6,6.6
1,Comedy,1.6,6.6
2,Crime,1.6,6.6
0,Action,0.45,6.5
1,Comedy,0.45,6.5
2,Sport,0.45,6.5
0,Crime,0.42,6.3
1,Drama,0.42,6.3
2,Mystery,0.42,6.3
3,Thriller,0.42,6.3
0,Comedy,0.41,6.5
1,Drama,0.41,6.5
2,Romance,0.41,6.5
0,Drama,0.35,6.5
1,Horror,0.35,6.5
2,Mystery,0.35,6.5
3,Thriller,0.35,6.5
0,Comedy,0.6,5.8
0,Action,0.35,6.6
1,Adventure,0.35,6.6
2,Thriller,0.35,6.6
0,Fantasy,0.38,5.4
1,Horror,0.38,5.4
2,Mystery,0.38,5.4
3,Thriller,0.38,5.4
0,Action,0.24,6.1
1,Crime,0.24,6.1
2,Drama,0.24,6.1
3,Thriller,0.24,6.1
0,Adventure,0.21,4.0
1,Comedy,0.21,4.0
2,Family,0.21,4.0
3,Fantasy,0.21,4.0
4,Sci-Fi,0.21,4.0
0,Crime,0.24,7.6
1,Drama,0.24,7.6
2,Thriller,0.24,7.6
0,Action,0.0,7.9
1,Adventure,0.0,7.9
2,History,0.0,7.9
0,Action,0.26,5.3
1,Comedy,0.26,5.3
2,Crime,0.26,5.3
3,Romance,0.26,5.3
4,Thriller,0.26,5.3
0,Comedy,0.06,6.6
0,Action,0.06,6.3
1,Fantasy,0.06,6.3
2,Western,0.06,6.3
0,Action,0.01,7.2
1,Comedy,0.01,7.2
2,Crime,0.01,7.2
0,Drama,1.17,7.0
1,Music,1.17,7.0
0,Action,0.56,6.9
1,Adventure,0.56,6.9
2,Romance,0.56,6.9
0,Action,0.22,5.2
1,Comedy,0.22,5.2
2,Fantasy,0.22,5.2
0,Drama,2.94,8.1
1,Mystery,2.94,8.1
2,Thriller,2.94,8.1
0,Action,0.19,6.6
1,Crime,0.19,6.6
2,Thriller,0.19,6.6
0,Comedy,0.07,6.2
0,Action,0.91,7.2
1,Drama,0.91,7.2
2,Family,0.91,7.2
3,Sport,0.91,7.2
0,Crime,1.5,7.3
1,Drama,1.5,7.3
0,Comedy,1.64,6.7
1,Drama,1.64,6.7
2,Romance,1.64,6.7
0,Crime,1.17,6.4
1,Mystery,1.17,6.4
2,Thriller,1.17,6.4
0,Adventure,1.18,7.8
1,Comedy,1.18,7.8
2,Sci-Fi,1.18,7.8
0,Action,1.27,6.4
1,Sci-Fi,1.27,6.4
2,Thriller,1.27,6.4
0,Drama,1.66,4.1
1,Romance,1.66,4.1
0,Action,1.12,4.1
1,Adventure,1.12,4.1
2,Comedy,1.12,4.1
3,Family,1.12,4.1
4,Sci-Fi,1.12,4.1
0,Crime,1.09,7.4
1,Drama,1.09,7.4
2,Thriller,1.09,7.4
0,Comedy,1.39,5.8
1,Family,1.39,5.8
0,Action,1.25,7.6
1,Biography,1.25,7.6
2,Drama,1.25,7.6
3,Thriller,1.25,7.6
4,War,1.25,7.6
0,Comedy,1.07,7.2
1,Drama,1.07,7.2
2,Sport,1.07,7.2
0,Horror,1.02,7.8
1,Mystery,1.02,7.8
2,Thriller,1.02,7.8
0,Biography,0.97,7.7
1,Drama,0.97,7.7
0,Comedy,0.94,6.4
1,Drama,0.94,6.4
2,Romance,0.94,6.4
0,Comedy,0.91,5.1
0,Horror,0.89,5.5
1,Mystery,0.89,5.5
0,Adventure,0.88,7.4
1,Comedy,0.88,7.4
2,Sci-Fi,0.88,7.4
3,Western,0.88,7.4
0,Comedy,0.9,6.0
1,Crime,0.9,6.0
0,Fantasy,0.83,7.5
1,Horror,0.83,7.5
2,Romance,0.83,7.5
0,Biography,0.94,7.0
1,Drama,0.94,7.0
2,Romance,0.94,7.0
0,Biography,0.95,7.5
1,Drama,0.95,7.5
2,Sport,0.95,7.5
0,Crime,0.81,7.3
1,Drama,0.81,7.3
2,Thriller,0.81,7.3
0,Comedy,0.86,5.7
0,Adventure,0.82,7.3
1,Drama,0.82,7.3
2,Family,0.82,7.3
0,Comedy,0.75,7.2
1,Drama,0.75,7.2
0,Action,0.91,5.9
1,Comedy,0.91,5.9
0,Action,0.72,7.8
1,Adventure,0.72,7.8
2,Drama,0.72,7.8
3,Romance,0.72,7.8
4,War,0.72,7.8
0,Biography,0.75,7.7
1,Drama,0.75,7.7
2,Music,0.75,7.7
0,Crime,0.74,8.1
1,Thriller,0.74,8.1
0,Crime,0.72,6.6
1,Drama,0.72,6.6
2,Mystery,0.72,6.6
3,Thriller,0.72,6.6
0,Comedy,0.71,7.1
1,Romance,0.71,7.1
0,Comedy,0.71,5.9
1,Drama,0.71,5.9
2,Fantasy,0.71,5.9
3,Romance,0.71,5.9
0,Drama,0.7,8.0
1,History,0.7,8.0
2,Thriller,0.7,8.0
0,Comedy,0.7,4.6
1,Crime,0.7,4.6
0,Adventure,0.67,6.1
1,Comedy,0.67,6.1
2,Crime,0.67,6.1
3,Romance,0.67,6.1
0,Biography,1.16,7.2
1,Drama,1.16,7.2
2,Sport,1.16,7.2
3,War,1.16,7.2
0,Comedy,0.64,6.4
1,Drama,0.64,6.4
2,Family,0.64,6.4
3,Fantasy,0.64,6.4
4,Romance,0.64,6.4
0,Comedy,0.84,6.0
1,Romance,0.84,6.0
0,Horror,0.66,5.2
0,Drama,0.72,7.6
1,History,0.72,7.6
2,Thriller,0.72,7.6
0,Action,0.59,6.4
1,Drama,0.59,6.4
2,Thriller,0.59,6.4
3,War,0.59,6.4
0,Comedy,0.58,6.1
1,Drama,0.58,6.1
2,Romance,0.58,6.1
0,Action,0.54,6.1
1,Adventure,0.54,6.1
2,Comedy,0.54,6.1
3,Family,0.54,6.1
4,Sci-Fi,0.54,6.1
0,Action,0.55,5.2
1,Horror,0.55,5.2
0,Action,0.54,7.7
1,Adventure,0.54,7.7
2,Drama,0.54,7.7
3,Romance,0.54,7.7
4,Thriller,0.54,7.7
0,Crime,0.58,7.3
1,Drama,0.58,7.3
2,Thriller,0.58,7.3
0,Action,0.61,6.9
1,Mystery,0.61,6.9
2,Thriller,0.61,6.9
0,Drama,0.53,8.5
1,Mystery,0.53,8.5
2,Sci-Fi,0.53,8.5
3,Thriller,0.53,8.5
0,Comedy,0.54,6.3
1,Crime,0.54,6.3
0,Adventure,0.57,5.9
1,Animation,0.57,5.9
2,Comedy,0.57,5.9
3,Family,0.57,5.9
4,Sci-Fi,0.57,5.9
0,Action,0.51,7.8
1,Adventure,0.51,7.8
2,Drama,0.51,7.8
3,Thriller,0.51,7.8
0,Action,0.51,6.7
1,Adventure,0.51,6.7
2,Thriller,0.51,6.7
0,Action,0.52,6.4
1,Adventure,0.52,6.4
2,Sci-Fi,0.52,6.4
3,Thriller,0.52,6.4
0,Comedy,0.5,5.9
1,Crime,0.5,5.9
2,Romance,0.5,5.9
0,Mystery,0.48,6.6
1,Thriller,0.48,6.6
0,Drama,0.52,6.8
1,Fantasy,0.52,6.8
2,Romance,0.52,6.8
0,Horror,0.48,6.5
1,Mystery,0.48,6.5
2,Thriller,0.48,6.5
0,Comedy,0.52,6.6
1,Drama,0.52,6.6
2,Family,0.52,6.6
3,Fantasy,0.52,6.6
0,Comedy,0.46,5.8
1,Romance,0.46,5.8
0,Biography,0.47,6.9
1,Drama,0.47,6.9
2,Music,0.47,6.9
3,Musical,0.47,6.9
0,Crime,0.46,7.1
1,Drama,0.46,7.1
2,Thriller,0.46,7.1
0,Horror,0.6,5.8
1,Mystery,0.6,5.8
2,Thriller,0.6,5.8
0,Drama,0.44,7.2
1,History,0.44,7.2
0,Adventure,0.46,6.0
1,Drama,0.46,6.0
2,Romance,0.46,6.0
0,Action,0.42,4.7
1,Horror,0.42,4.7
2,Sci-Fi,0.42,4.7
3,Thriller,0.42,4.7
0,Comedy,0.38,5.2
1,Family,0.38,5.2
0,Drama,0.38,5.5
1,Romance,0.38,5.5
0,Adventure,0.37,7.0
1,Comedy,0.37,7.0
2,Sci-Fi,0.37,7.0
0,Comedy,0.37,5.8
1,Drama,0.37,5.8
0,Horror,0.38,6.2
1,Mystery,0.38,6.2
0,Mystery,0.36,6.5
1,Thriller,0.36,6.5
0,Biography,0.35,7.2
1,Drama,0.35,7.2
2,Music,0.35,7.2
3,Musical,0.35,7.2
0,Comedy,0.39,5.1
0,Comedy,0.36,4.7
1,Drama,0.36,4.7
0,Horror,0.43,5.9
0,Comedy,0.34,5.8
1,Crime,0.34,5.8
2,Romance,0.34,5.8
0,Drama,0.34,7.2
0,Comedy,0.42,6.2
1,Drama,0.42,6.2
2,Romance,0.42,6.2
3,Sport,0.42,6.2
0,Comedy,0.33,5.7
1,Drama,0.33,5.7
0,Comedy,0.43,6.1
1,Western,0.43,6.1
0,Action,0.32,6.0
1,Adventure,0.32,6.0
2,Crime,0.32,6.0
3,Fantasy,0.32,6.0
4,Mystery,0.32,6.0
5,Thriller,0.32,6.0
0,Adventure,0.32,6.9
1,Drama,0.32,6.9
2,Mystery,0.32,6.9
0,Comedy,0.31,6.5
1,Drama,0.31,6.5
2,Romance,0.31,6.5
0,Biography,0.31,5.0
1,Crime,0.31,5.0
2,Drama,0.31,5.0
3,Music,0.31,5.0
0,Action,0.3,5.7
1,Adventure,0.3,5.7
2,Crime,0.3,5.7
3,Thriller,0.3,5.7
0,Drama,0.29,7.0
1,Musical,0.29,7.0
2,Romance,0.29,7.0
0,Crime,0.29,5.1
1,Drama,0.29,5.1
2,Horror,0.29,5.1
3,Thriller,0.29,5.1
0,Comedy,0.29,5.3
0,Horror,0.28,4.4
1,Sci-Fi,0.28,4.4
2,Thriller,0.28,4.4
0,Action,0.27,4.7
1,Adventure,0.27,4.7
2,Romance,0.27,4.7
0,Biography,0.27,6.7
1,Drama,0.27,6.7
2,History,0.27,6.7
3,Romance,0.27,6.7
0,Drama,0.25,6.7
1,Romance,0.25,6.7
0,Horror,0.25,5.7
1,Thriller,0.25,5.7
0,Crime,0.0,7.4
1,Drama,0.0,7.4
2,Romance,0.0,7.4
3,Thriller,0.0,7.4
0,Comedy,0.24,6.1
1,Drama,0.24,6.1
0,Action,0.37,6.4
1,Crime,0.37,6.4
2,Drama,0.37,6.4
3,Thriller,0.37,6.4
0,Adventure,0.23,6.2
1,Animation,0.23,6.2
2,Comedy,0.23,6.2
3,Drama,0.23,6.2
4,Family,0.23,6.2
5,Fantasy,0.23,6.2
6,Musical,0.23,6.2
0,Crime,0.22,6.2
1,Drama,0.22,6.2
2,Mystery,0.22,6.2
3,Thriller,0.22,6.2
0,Drama,0.22,5.9
1,Romance,0.22,5.9
0,Action,0.21,4.0
1,Comedy,0.21,4.0
2,Crime,0.21,4.0
0,Drama,0.2,6.2
1,Thriller,0.2,6.2
0,Drama,0.2,4.6
0,Biography,0.16,6.4
1,Drama,0.16,6.4
2,History,0.16,6.4
3,Romance,0.16,6.4
0,Action,0.15,5.9
1,Crime,0.15,5.9
2,Thriller,0.15,5.9
0,Action,0.15,5.1
1,Crime,0.15,5.1
2,Drama,0.15,5.1
3,Thriller,0.15,5.1
0,Drama,0.19,7.6
1,Thriller,0.19,7.6
0,Action,0.14,4.2
1,Adventure,0.14,4.2
2,Comedy,0.14,4.2
3,Music,0.14,4.2
4,Thriller,0.14,4.2
0,Adventure,0.21,7.8
1,Animation,0.21,7.8
2,Comedy,0.21,7.8
3,Crime,0.21,7.8
4,Family,0.21,7.8
0,Comedy,0.14,5.8
1,Romance,0.14,5.8
0,Comedy,0.14,5.9
1,Romance,0.14,5.9
2,Sci-Fi,0.14,5.9
3,Thriller,0.14,5.9
0,Comedy,0.33,8.4
1,Romance,0.33,8.4
0,Comedy,0.14,4.8
1,Crime,0.14,4.8
2,Family,0.14,4.8
3,Romance,0.14,4.8
0,Comedy,0.13,6.2
1,Drama,0.13,6.2
2,Romance,0.13,6.2
0,Biography,0.2,6.5
1,Drama,0.2,6.5
2,Romance,0.2,6.5
0,Drama,0.13,6.3
0,Crime,0.13,3.3
1,Horror,0.13,3.3
2,Thriller,0.13,3.3
0,Action,0.14,5.9
1,Adventure,0.14,5.9
2,Fantasy,0.14,5.9
3,Thriller,0.14,5.9
0,Drama,0.06,6.0
1,Horror,0.06,6.0
2,Sci-Fi,0.06,6.0
3,Thriller,0.06,6.0
0,Comedy,0.1,5.8
0,Action,0.07,4.7
1,Adventure,0.07,4.7
2,Drama,0.07,4.7
3,Thriller,0.07,4.7
0,Action,0.1,4.1
1,Sci-Fi,0.1,4.1
0,Action,0.1,6.8
1,Horror,0.1,6.8
2,Mystery,0.1,6.8
3,Sci-Fi,0.1,6.8
4,Thriller,0.1,6.8
0,Drama,0.06,6.2
1,Mystery,0.06,6.2
2,Sci-Fi,0.06,6.2
3,Thriller,0.06,6.2
0,Action,0.05,4.5
1,Adventure,0.05,4.5
2,Thriller,0.05,4.5
0,Comedy,0.05,5.8
1,Fantasy,0.05,5.8
2,Sci-Fi,0.05,5.8
0,Adventure,0.04,7.3
1,Sci-Fi,0.04,7.3
2,Thriller,0.04,7.3
0,Comedy,0.18,5.9
1,Drama,0.18,5.9
0,Adventure,0.01,4.4
1,Animation,0.01,4.4
2,Comedy,0.01,4.4
3,Fantasy,0.01,4.4
4,Romance,0.01,4.4
0,Action,0.11,5.8
1,Crime,0.11,5.8
2,Drama,0.11,5.8
3,Mystery,0.11,5.8
4,Thriller,0.11,5.8
0,Action,0.01,5.1
1,Adventure,0.01,5.1
2,Family,0.01,5.1
3,Thriller,0.01,5.1
0,Drama,0.8,6.9
1,Mystery,0.8,6.9
2,Thriller,0.8,6.9
0,Comedy,0.08,6.2
1,Crime,0.08,6.2
2,Drama,0.08,6.2
3,Thriller,0.08,6.2
0,Adventure,0.01,6.9
1,Comedy,0.01,6.9
2,Drama,0.01,6.9
3,Romance,0.01,6.9
4,Thriller,0.01,6.9
5,War,0.01,6.9
0,Comedy,0.03,7.3
1,Fantasy,0.03,7.3
0,Action,0.0,7.1
1,Drama,0.0,7.1
2,History,0.0,7.1
3,Romance,0.0,7.1
4,War,0.0,7.1
0,Drama,0.0,6.0
1,History,0.0,6.0
2,War,0.0,6.0
0,Action,0.05,7.0
1,Drama,0.05,7.0
2,Sci-Fi,0.05,7.0
3,Thriller,0.05,7.0
0,Action,0.51,7.6
1,Drama,0.51,7.6
2,Fantasy,0.51,7.6
0,Action,0.06,8.4
1,Adventure,0.06,8.4
2,Drama,0.06,8.4
3,Fantasy,0.06,8.4
4,War,0.06,8.4
0,Drama,0.63,7.1
1,Fantasy,0.63,7.1
2,Romance,0.63,7.1
3,Sci-Fi,0.63,7.1
0,Action,1.45,6.7
1,Crime,1.45,6.7
2,Thriller,1.45,6.7
0,Animation,0.35,7.0
1,Comedy,0.35,7.0
2,Family,0.35,7.0
3,Horror,0.35,7.0
4,Sci-Fi,0.35,7.0
0,Action,0.25,8.0
1,Adventure,0.25,8.0
2,Sci-Fi,0.25,8.0
3,Thriller,0.25,8.0
0,Biography,0.06,5.3
1,Drama,0.06,5.3
2,Romance,0.06,5.3
3,Sport,0.06,5.3
0,Action,0.6,4.9
1,Comedy,0.6,4.9
2,Sci-Fi,0.6,4.9
0,Comedy,0.3,6.4
1,Sport,0.3,6.4
0,Action,0.01,7.4
1,Adventure,0.01,7.4
2,Drama,0.01,7.4
3,History,0.01,7.4
4,War,0.01,7.4
0,Comedy,1.27,6.1
1,Romance,1.27,6.1
0,Comedy,0.89,6.5
1,Romance,0.89,6.5
0,Comedy,0.3,5.7
0,Action,0.86,5.1
1,Adventure,0.86,5.1
2,Comedy,0.86,5.1
3,Family,0.86,5.1
4,Sci-Fi,0.86,5.1
0,Action,0.76,6.6
1,Adventure,0.76,6.6
2,Mystery,0.76,6.6
3,Sci-Fi,0.76,6.6
4,Thriller,0.76,6.6
0,Action,0.07,6.5
1,Biography,0.07,6.5
2,Drama,0.07,6.5
0,Drama,0.59,6.9
1,Romance,0.59,6.9
0,Biography,0.51,7.6
1,Drama,0.51,7.6
2,Sport,0.51,7.6
0,Crime,0.39,5.6
1,Drama,0.39,5.6
2,Thriller,0.39,5.6
0,Comedy,0.4,6.2
1,Crime,0.4,6.2
2,Romance,0.4,6.2
0,Action,0.71,4.4
1,Comedy,0.71,4.4
2,Crime,0.71,4.4
0,Drama,0.24,5.6
1,Romance,0.24,5.6
0,Comedy,0.23,5.5
1,Drama,0.23,5.5
0,Mystery,0.19,6.7
1,Thriller,0.19,6.7
0,Crime,0.17,6.1
1,Drama,0.17,6.1
2,Mystery,0.17,6.1
3,Thriller,0.17,6.1
0,Drama,0.17,6.2
1,Music,0.17,6.2
0,Drama,0.48,7.3
0,Adventure,0.1,6.6
1,Drama,0.1,6.6
0,Horror,0.14,8.2
1,Mystery,0.14,8.2
2,Sci-Fi,0.14,8.2
0,Action,0.42,6.4
1,Sci-Fi,0.42,6.4
2,Thriller,0.42,6.4
0,Crime,0.06,6.4
1,Mystery,0.06,6.4
2,Thriller,0.06,6.4
0,Action,0.01,5.2
1,Adventure,0.01,5.2
2,Drama,0.01,5.2
3,Thriller,0.01,5.2
4,Western,0.01,5.2
0,Adventure,0.08,6.5
1,Family,0.08,6.5
2,Fantasy,0.08,6.5
3,Sci-Fi,0.08,6.5
0,Drama,0.16,7.1
0,Biography,0.1,7.3
1,Drama,0.1,7.3
2,Sport,0.1,7.3
0,Action,0.35,5.2
1,Adventure,0.35,5.2
2,Sci-Fi,0.35,5.2
3,Thriller,0.35,5.2
0,Drama,1.1,7.7
1,Sport,1.1,7.7
0,Crime,0.92,7.6
1,Drama,0.92,7.6
2,Thriller,0.92,7.6
0,Comedy,0.41,5.7
1,Drama,0.41,5.7
2,Romance,0.41,5.7
0,Comedy,0.6,7.0
1,Drama,0.6,7.0
0,Adventure,0.48,6.0
1,Comedy,0.48,6.0
2,Family,0.48,6.0
3,Fantasy,0.48,6.0
0,Action,0.27,8.1
1,Biography,0.27,8.1
2,Drama,0.27,8.1
3,Sport,0.27,8.1
0,Drama,0.22,8.0
0,Action,0.45,5.6
1,Comedy,0.45,5.6
2,Crime,0.45,5.6
0,Comedy,0.47,6.1
1,Romance,0.47,6.1
0,Drama,0.72,6.9
1,Family,0.72,6.9
0,Drama,1.91,5.2
1,Fantasy,1.91,5.2
2,Romance,1.91,5.2
0,Crime,0.71,7.0
1,Drama,0.71,7.0
2,Thriller,0.71,7.0
0,Action,0.68,6.3
1,Comedy,0.68,6.3
2,Crime,0.68,6.3
3,Thriller,0.68,6.3
0,Comedy,1.5,7.0
1,Crime,1.5,7.0
0,Action,0.5,6.9
1,Crime,0.5,6.9
2,Drama,0.5,6.9
3,Mystery,0.5,6.9
4,Thriller,0.5,6.9
0,Action,0.56,6.2
1,Adventure,0.56,6.2
2,Thriller,0.56,6.2
0,Comedy,0.5,6.4
1,Sci-Fi,0.5,6.4
0,Drama,0.42,6.4
1,Family,0.42,6.4
0,Action,0.23,5.7
1,Adventure,0.23,5.7
2,Crime,0.23,5.7
3,Drama,0.23,5.7
4,Family,0.23,5.7
5,Fantasy,0.23,5.7
6,Romance,0.23,5.7
7,Thriller,0.23,5.7
0,Action,0.26,6.1
1,Crime,0.26,6.1
2,Drama,0.26,6.1
3,Thriller,0.26,6.1
0,Comedy,0.21,5.4
1,Drama,0.21,5.4
2,Romance,0.21,5.4
0,Drama,0.13,6.7
1,History,0.13,6.7
0,Drama,0.14,6.8
1,Mystery,0.14,6.8
2,Romance,0.14,6.8
3,Thriller,0.14,6.8
0,Drama,0.33,6.0
1,Horror,0.33,6.0
2,Mystery,0.33,6.0
3,Thriller,0.33,6.0
0,Drama,0.12,7.8
1,Sci-Fi,0.12,7.8
2,Thriller,0.12,7.8
0,Biography,0.03,5.3
1,Comedy,0.03,5.3
2,Romance,0.03,5.3
0,Adventure,0.3,4.5
1,Animation,0.3,4.5
2,Comedy,0.3,4.5
3,Family,0.3,4.5
4,Sci-Fi,0.3,4.5
0,Comedy,0.38,5.4
0,Comedy,2.77,7.8
0,Action,0.02,7.2
1,Biography,0.02,7.2
2,Drama,0.02,7.2
3,History,0.02,7.2
0,Action,2.05,6.6
1,Adventure,2.05,6.6
2,Comedy,2.05,6.6
3,Crime,2.05,6.6
0,Action,2.51,7.6
1,Adventure,2.51,7.6
0,Biography,0.01,5.9
1,Drama,0.01,5.9
2,War,0.01,5.9
0,Action,1.45,6.7
1,Crime,1.45,6.7
2,Thriller,1.45,6.7
0,Biography,2.56,7.7
1,Drama,2.56,7.7
2,Sport,2.56,7.7
0,Action,1.13,5.4
1,Adventure,1.13,5.4
2,Comedy,1.13,5.4
3,Family,1.13,5.4
4,Sci-Fi,1.13,5.4
0,Comedy,1.18,6.9
1,Crime,1.18,6.9
0,Adventure,1.71,7.7
1,Drama,1.71,7.7
2,Western,1.71,7.7
0,Comedy,1.25,6.8
1,Drama,1.25,6.8
2,Romance,1.25,6.8
0,Adventure,0.82,6.4
1,Mystery,0.82,6.4
2,Sci-Fi,0.82,6.4
0,Comedy,1.34,5.7
1,Crime,1.34,5.7
0,Crime,0.79,7.3
1,Thriller,0.79,7.3
0,Crime,0.81,6.8
1,Drama,0.81,6.8
2,Thriller,0.81,6.8
0,Comedy,1.1,6.3
1,Romance,1.1,6.3
0,Comedy,0.68,5.9
1,Romance,0.68,5.9
0,Drama,0.79,7.4
1,Romance,0.79,7.4
2,War,0.79,7.4
0,Crime,0.65,8.3
1,Drama,0.65,8.3
2,Mystery,0.65,8.3
3,Thriller,0.65,8.3
0,Adventure,0.64,6.2
1,Comedy,0.64,6.2
2,Family,0.64,6.2
3,Sci-Fi,0.64,6.2
0,Comedy,0.64,6.3
0,Action,0.6,5.8
1,Horror,0.6,5.8
